,amount,city,marka,model,year,type,color,distance,motor_volume,horse_power,motor_type,is_outlier
568,11500.0,Sumqayıt,Nissan,X-Trail,2002,"Offroader / SUV, 5 qapı",Ağ,304080,2.0,150,Benzin,False
569,21800.0,Bakı,Mercedes,E 220 d,2008,Sedan,Yaş Asfalt,284000,2.2,170,Dizel,False
570,51000.0,Sumqayıt,BMW,530e,2018,Sedan,Qara,52300,2.0,292,Plug-in Hibrid,False
571,25700.0,Bakı,Kia,Forte,2021,Sedan,Yaş Asfalt,110000,2.0,147,Benzin,False
572,25500.0,Bakı,Honda,Insight,2019,Sedan,Göy,80900,1.5,109,Hibrid,False
573,24900.0,Bakı,Hyundai,Sonata,2017,Sedan,Yaş Asfalt,70000,2.0,195,Hibrid,False
574,67660.0,Bakı,BMW,X5,2017,"Offroader / SUV, 5 qapı",Ağ,112000,3.0,340,Dizel,False
575,11700.0,Sumqayıt,Opel,Astra,2009,"Hetçbek, 5 qapı",Göy,255000,1.4,90,Benzin,False
576,23300.0,Lənkəran,Kia,Optima,2012,Sedan,Qara,157492,2.0,157,Benzin,False
577,81600.0,Beyləqan,Mercedes,G 55 AMG,2011,"Offroader / SUV, 5 qapı",Ağ,245000,5.5,507,Benzin,True
578,35200.0,Bakı,FAW,Tiger VN,2024,Yük maşını,Ağ,0,2.3,118,Dizel,False
579,47500.0,Bakı,Hyundai,Santa Fe,2019,"Offroader / SUV, 5 qapı",Yaş Asfalt,154752,2.2,197,Dizel,False
580,49000.0,Bakı,Changan,Qiyuan Q07,2025,"Offroader / SUV, 5 qapı",Qara,0,1.5,224,Plug-in Hibrid,False
581,21900.0,Bakı,Chevrolet,Malibu,2018,Sedan,Ağ,77000,1.5,160,Benzin,False
582,60010.0,Bakı,Toyota,Camry,2025,Sedan,Yaş Asfalt,0,2.0,197,Hibrid,False
583,40800.0,Bakı,Honda,CR-V,2018,"Offroader / SUV, 5 qapı",Ağ,100000,2.4,180,Benzin,False
584,34444.0,Bakı,Kia,Sorento,2015,"Offroader / SUV, 5 qapı",Yaş Asfalt,162000,2.0,184,Dizel,False
585,23000.0,Bakı,Kia,Rio,2021,"Hetçbek, 5 qapı",Qara,18700,1.6,124,Benzin,False
586,46000.0,Bakı,Honda,Accord,2023,Sedan,Qara,9500,2.0,212,Hibrid,False
587,36900.0,Bakı,MG,ZS,2024,"Offroader / SUV, 5 qapı",Ağ,0,1.5,118,Benzin,False
588,25800.0,Bakı,Hyundai,Elantra,2020,Sedan,Qara,108459,2.0,150,Benzin,False
589,24500.0,Bakı,Chevrolet,Equinox,2017,"Offroader / SUV, 5 qapı",Gümüşü,224000,1.5,170,Benzin,False
590,20600.0,Bakı,Ford,Fusion (North America),2016,Sedan,Ağ,139000,1.5,181,Benzin,False
591,18700.0,Bakı,Honda,Civic,2014,Sedan,Ağ,50249,1.5,90,Hibrid,False
592,15700.0,Gəncə,Opel,Astra,2015,"Universal, 5 qapı",Ağ,350000,1.6,136,Dizel,False
593,17900.0,Sumqayıt,Mercedes,E 220 d,2008,Sedan,Gümüşü,189672,2.2,170,Dizel,False
594,7300.0,Biləsuvar,Kia,Rio,2005,"Hetçbek, 5 qapı",Qırmızı,269142,1.5,110,Dizel,False
595,96050.0,Bakı,Land Rover,Range Rover,2018,"Offroader / SUV, 5 qapı",Göy,46500,3.0,360,Benzin,False
596,29000.0,Bakı,Toyota,RAV4,2016,"Offroader / SUV, 5 qapı",Ağ,111000,2.5,180,Benzin,False
597,17700.0,Bakı,Hyundai,Sonata,2007,Sedan,Ağ,210989,2.0,145,Benzin,False
598,27000.0,Bakı,Hyundai,Tucson,2015,"Offroader / SUV, 5 qapı",Yaş Asfalt,139000,1.7,141,Dizel,False
599,10800.0,Bakı,Mercedes,C 220 d,1998,Sedan,Gümüşü,495000,2.2,125,Dizel,False
600,382500.0,Bakı,BMW,M5,2025,Sedan,Qara,300,4.4,727,Plug-in Hibrid,True
601,22500.0,Bakı,Nissan,Sentra,2019,Sedan,Göy,180000,1.8,130,Benzin,False
602,31900.0,Bakı,Changan,CS 55 Plus,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.5,313,Plug-in Hibrid,False
603,15300.0,Bakı,Kia,Soul,2011,"Hetçbek, 5 qapı",Qara,259282,1.6,129,Benzin,False
604,44500.0,Bakı,BMW,530,2017,Sedan,Ağ,120000,2.0,249,Benzin,False
605,10500.0,Gəncə,Mercedes,C 240,1998,Sedan,Boz,440000,2.4,170,Benzin,False
606,17500.0,Bakı,Kia,Rio,2016,Sedan,Ağ,110000,1.6,123,Benzin,False
607,31000.0,Bakı,Mercedes,Atego 816,2009,Yük maşını,Ağ,725000,4.3,177,Dizel,False
608,82450.0,Bakı,BMW,530e,2021,Sedan,Ağ,37300,2.0,292,Plug-in Hibrid,False
609,19000.0,Bakı,Ford,Fusion (North America),2017,Sedan,Göy,150000,1.5,181,Benzin,False
610,3000.0,Gəncə,GAZ,3110,1998,Sedan,Yaşıl,164500,2.4,100,Benzin,False
611,8400.0,Bakı,Mercedes,E 200,1996,Sedan,Yaş Asfalt,360458,2.0,136,Benzin,False
612,20500.0,Bakı,Hyundai,Sonata,2013,Sedan,Qara,236000,2.4,192,Benzin,False
613,26300.0,Bakı,Changan,Qiyuan A05,2025,Sedan,Yaş Asfalt,0,1.5,190,Plug-in Hibrid,False
614,45900.0,Bakı,Hyundai,Santa Fe,2018,"Offroader / SUV, 5 qapı",Boz,123427,2.0,184,Dizel,False
615,185300.0,Bakı,BMW,i7,2022,Sedan,Boz,29000,0.0,544,Elektrik,True
616,123250.0,Bakı,Porsche,Cayenne Coupe,2021,SUV Kupe,Göy,62062,3.0,340,Benzin,False
617,150450.0,Bakı,Mercedes,GLE 450,2024,"Offroader / SUV, 5 qapı",Qara,12059,2.0,381,Plug-in Hibrid,False
618,28600.0,Bakı,Ford,Transit,2008,Yük maşını,Ağ,197000,2.4,140,Dizel,False
619,18500.0,Bakı,Ford,Fusion (North America),2017,Sedan,Qara,93280,1.5,184,Benzin,False
620,77350.0,Bakı,Jeep,Wrangler,2019,"Offroader / SUV, 3 qapı",Yaş Asfalt,50000,2.0,272,Benzin,False
621,5900.0,Bakı,BMW,325,1995,Sedan,Tünd qırmızı,318000,2.5,170,Benzin,False
622,39100.0,Bakı,Tesla,Model 3,2022,Sedan,Ağ,50000,0.0,462,Elektrik,True
623,42500.0,Bakı,Fiat,124 Spider,2017,Rodster,Ağ,24140,1.4,160,Benzin,False
624,17500.0,Bakı,Toyota,Aqua,2019,"Hetçbek, 5 qapı",Ağ,47500,1.5,74,Hibrid,False
625,26690.0,Bakı,Changan,Uni-Z,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.5,215,Plug-in Hibrid,False
626,2700.0,Xudat,LADA (VAZ),2106,1983,Sedan,Ağ,50000,1.3,65,Benzin,False
627,5550.0,Bakı,Mercedes,E 220,1993,Sedan,Qara,385680,2.2,150,Benzin,False
628,39900.0,Bakı,DongFeng,Rich 6,2024,"Pikap, ikiqat kabin",Ağ,0,2.5,170,Dizel,False
629,20500.0,Bərdə,Toyota,Corolla Fielder,2017,"Universal, 5 qapı",Ağ,117000,1.5,74,Hibrid,False
630,4800.0,Bakı,Saipa,Tiba,2013,Sedan,Yaş Asfalt,300000,1.5,87,Benzin,False
631,17900.0,Sumqayıt,Mercedes,C 300,2010,Sedan,Qara,176528,3.0,231,Benzin,False
632,37900.0,Bakı,Kia,K7,2017,Sedan,Ağ,152345,2.2,202,Dizel,False
633,19500.0,Yardımlı,Hyundai,Sonata,2008,Sedan,Qara,230000,2.0,163,Benzin,False
634,12900.0,Bakı,Chevrolet,Cruze,2014,Sedan,Ağ,230000,1.4,140,Benzin,False
635,86190.0,Bakı,Lexus,ES 300h,2024,Sedan,Qara,0,2.5,218,Hibrid,False
636,67150.0,Bakı,Mercedes,CLA 200,2019,Sedan,Ağ,26000,1.4,163,Benzin,False
637,297500.0,Bakı,Mercedes,G 63 AMG,2018,"Offroader / SUV, 5 qapı",Qara,18000,4.0,585,Benzin,True
638,13400.0,Astara,Mercedes,E 220 d,1999,Sedan,Qara,453122,2.2,143,Dizel,False
639,39500.0,Bakı,Mercedes,C 200 d,2018,Sedan,Qara,97000,2.0,184,Dizel,False
640,21700.0,Bakı,Kia,Cerato,2014,Sedan,Ağ,192854,1.6,130,Benzin,False
641,15000.0,Bakı,Kia,Cerato,2014,Sedan,Ağ,390000,1.6,130,Benzin,False
642,85000.0,Bakı,Toyota,Highlander,2024,"Offroader / SUV, 5 qapı",Ağ,3571,2.5,249,Hibrid,False
643,6000.0,Bakı,GAZ,3110,1993,Sedan,Bej,71739,2.4,100,Benzin,False
644,12000.0,Bakı,BMW,530,2000,Sedan,Ağ,312000,3.0,231,Benzin,False
645,9800.0,Sumqayıt,Ford,Transit,1995,Furqon,Açıq yaşıl,357516,2.5,76,Dizel,False
646,17400.0,Bakı,Volkswagen,Touareg,2008,"Offroader / SUV, 5 qapı",Ağ,225000,3.6,280,Benzin,False
647,13500.0,Bakı,Chevrolet,Cruze,2012,Sedan,Yaş Asfalt,256000,1.8,141,Benzin,False
648,24000.0,Bakı,Hyundai,Sonata,2017,Sedan,Ağ,170500,2.0,245,Benzin,False
649,13500.0,Sumqayıt,Ravon,Nexia R3,2017,Sedan,Ağ,212000,1.5,107,Benzin,False
650,43500.0,Bakı,Hyundai,Santa Fe,2018,"Offroader / SUV, 5 qapı",Boz,167166,2.2,200,Dizel,False
651,4500.0,Şirvan,Opel,Astra,1995,"Hetçbek, 5 qapı",Göy,220000,1.6,75,Benzin,False
652,18800.0,Bakı,Toyota,Prius,2014,Liftbek,Ağ,326697,1.8,99,Hibrid,False
653,9700.0,Bakı,LADA (VAZ),Priora,2011,Sedan,Yaş Asfalt,172000,1.6,98,Benzin,False
654,219300.0,Bakı,GMC,Sierra,2022,"Pikap, ikiqat kabin",Qara,22500,3.0,277,Dizel,False
655,21500.0,Bakı,Honda,Civic,2017,Sedan,Yaş Asfalt,117500,1.5,174,Benzin,False
656,110330.0,Bakı,Mazda,CX-90,2024,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,3.3,283,Benzin,False
657,23200.0,Bakı,Mercedes,C 250,2014,Sedan,Qara,221000,1.8,204,Benzin,False
658,23200.0,Lənkəran,Mercedes,E 200,2008,Sedan,Qara,180000,1.8,184,Benzin,False
659,3000.0,Salyan,Opel,Astra,1994,"Universal, 5 qapı",Göy,160000,1.6,75,Benzin,False
660,433500.0,Bakı,Mercedes,G 63 AMG,2022,"Offroader / SUV, 5 qapı",Göy,2800,4.0,585,Benzin,True
661,29950.0,Bakı,BMW,328,2015,Sedan,Göy,103000,2.0,245,Benzin,False
662,10500.0,Bakı,Honda,Insight,2013,Liftbek,Qırmızı,383000,1.3,98,Hibrid,False
663,34900.0,Bakı,Hyundai,Santa Fe,2017,"Offroader / SUV, 5 qapı",Ağ,197949,2.0,265,Benzin,False
664,29000.0,Ağdaş,Hyundai,Santa Fe,2015,"Offroader / SUV, 5 qapı",Boz,220000,2.0,240,Dizel,False
665,13200.0,Ağdaş,Chevrolet,Cruze,2015,Sedan,Qara,260000,1.4,141,Benzin,False
666,32900.0,Bakı,Kia,Stinger,2018,Liftbek,Qara,152500,2.0,255,Benzin,False
667,17500.0,Mingəçevir,Ford,Fusion,2014,Sedan,Ağ,185000,1.6,181,Benzin,False
668,41400.0,Bakı,Hyundai,Grandeur,2018,Sedan,Ağ,178000,2.2,202,Dizel,False
669,12000.0,Ağdaş,Hyundai,Grandeur,2006,Sedan,Qara,358000,3.3,235,Benzin,False
670,27500.0,Bakı,Hyundai,Grandeur,2016,Sedan,Qara,237850,2.2,202,Dizel,False
671,40290.0,Bakı,Changan,Deepal G318,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,1.5,252,Plug-in Hibrid,False
672,21750.0,Bakı,Toyota,Corolla Fielder,2019,"Universal, 5 qapı",Ağ,136500,1.5,74,Hibrid,False
673,90950.0,Bakı,Land Rover,Range Rover,2019,"Offroader / SUV, 5 qapı",Qara,135246,3.0,400,Benzin,False
674,16600.0,Gəncə,Mercedes,E 270,2001,Sedan,Gümüşü,300143,2.7,170,Dizel,False
675,4650.0,Sumqayıt,Volkswagen,Jetta,2009,Sedan,Ağ,227241,1.6,102,Benzin,False
676,12800.0,Bakı,Harley-Davidson,Sportster SuperLow XL883L,2011,Motosiklet,Qəhvəyi,16898,0.0,53,Benzin,False
677,7000.0,Bakı,BMW,320,1993,Sedan,Tünd qırmızı,400000,2.0,150,Benzin,False
678,45500.0,Bakı,Changan,Qiyuan A06,2023,Liftbek,Qara,13000,1.5,325,Plug-in Hibrid,False
679,28200.0,Bakı,Kia,Sorento,2016,"Offroader / SUV, 5 qapı",Qəhvəyi,115932,2.0,186,Benzin,False
680,52700.0,Gəncə,Toyota,Land Cruiser Prado,2015,"Offroader / SUV, 5 qapı",Ağ,170000,2.7,163,Benzin,False
681,19800.0,Bakı,Ford,Transit,2007,Furqon,Ağ,234000,2.4,140,Dizel,False
682,44000.0,Bakı,Changan,Qiyuan Q07,2025,"Offroader / SUV, 5 qapı",Ağ,0,1.5,224,Plug-in Hibrid,False
683,326400.0,Bakı,BMW,XM,2023,"Offroader / SUV, 5 qapı",Qara,10000,4.4,653,Plug-in Hibrid,True
684,31800.0,Bakı,Toyota,RAV4,2014,"Offroader / SUV, 5 qapı",Ağ,165000,2.5,182,Benzin,False
685,19800.0,Bakı,KamAz,5410,1991,Dartqı,Gümüşü,500000,11.0,191,Dizel,False
686,70890.0,Bakı,Audi,Q7,2018,"Offroader / SUV, 5 qapı",Qara,135000,3.0,333,Benzin,False
687,23600.0,Bakı,Ford,Transit,2008,Furqon,Ağ,312000,2.4,140,Dizel,False
688,35500.0,Bakı,Kia,Sorento,2018,"Offroader / SUV, 5 qapı",Yaş Asfalt,148000,2.0,184,Dizel,False
689,26500.0,Bakı,Kia,Sorento,2011,"Offroader / SUV, 5 qapı",Ağ,234000,2.2,197,Dizel,False
690,23700.0,Bakı,BMW,X6,2008,SUV Kupe,Boz,285300,3.0,306,Benzin,False
691,15900.0,Bakı,LADA (VAZ),Niva,2021,"Offroader / SUV, 3 qapı",Boz,78000,1.7,80,Benzin,False
692,14000.0,Bakı,Renault,Grand Scenic,2010,Kompakt-Van,Ağ,388190,1.5,110,Dizel,False
693,56950.0,Bakı,Mercedes,CLA 200,2019,Sedan,Qara,90000,2.0,190,Benzin,False
694,12900.0,Bakı,Toyota,Corolla,2005,"Universal, 5 qapı",Göy,251000,1.4,90,Dizel,False
695,54700.0,Bakı,JETOUR,X90 PLUS,2024,"Offroader / SUV, 5 qapı",Mavi,0,1.6,197,Benzin,False
696,35020.0,Bakı,Toyota,Corolla Cross,2025,"Offroader / SUV, 5 qapı",Qara,0,2.0,197,Hibrid,False
697,24900.0,Bakı,Hyundai,Sonata,2015,Sedan,Boz,153001,1.7,141,Dizel,False
698,21500.0,Bakı,Toyota,Aqua,2019,"Hetçbek, 5 qapı",Ağ,24383,1.5,74,Hibrid,False
699,67660.0,Bakı,Mercedes,C 180,2022,Sedan,Yaş Asfalt,70000,1.6,150,Benzin,False
700,13200.0,Bakı,Chevrolet,Cruze,2016,Sedan,Göy,165000,1.4,153,Benzin,False
701,45000.0,Bakı,Suzuki,S-Cross,2024,"Offroader / SUV, 5 qapı",Ağ,0,1.4,130,Benzin,False
702,32900.0,Bakı,Mercedes,Sprinter 316,2016,Furqon,Ağ,283000,2.2,163,Dizel,False
703,19500.0,Bakı,Toyota,Aqua,2019,"Hetçbek, 5 qapı",Ağ,72000,1.5,74,Hibrid,False
704,385390.0,Bakı,Land Rover,Range Rover,2024,"Offroader / SUV, 5 qapı",Qara,0,3.0,400,Benzin,False
705,13200.0,İmişli,Ford,Transit,1997,Furqon,Göy,300000,2.5,76,Dizel,False
706,22500.0,Bakı,Mercedes,Vito 115,2008,Minivan,Ağ,400000,2.2,150,Dizel,False
707,7800.0,Ağdam,UAZ,39625,1998,Furqon,Boz,900000,2.4,76,Benzin,False
708,11400.0,Bakı,Nissan,Sunny,2008,Sedan,Gümüşü,233000,1.6,107,Benzin,False
709,19900.0,Bakı,Hyundai,Avante,2015,Sedan,Boz,160000,1.6,115,Dizel,False
710,18650.0,Bakı,Can-Am,Spyder RS,2010,Motosiklet,Gümüşü,3661,0.0,100,Benzin,False
711,23300.0,Bakı,Kia,Rio,2020,Sedan,Ağ,49000,1.6,123,Benzin,False
712,18500.0,Bakı,Hyundai,Sonata,2011,Sedan,Göy,151000,2.0,150,Benzin,False
713,10500.0,Bakı,Volkswagen,Touareg,2003,"Offroader / SUV, 5 qapı",Ağ,185554,3.2,241,Benzin,False
714,30000.0,Mingəçevir,Mercedes,E 350,2010,Sedan,Ağ,240000,3.5,272,Benzin,False
715,69530.0,Bakı,Kia,Carnival,2022,Minivan,Yaş Asfalt,78000,2.2,202,Dizel,False
716,83300.0,Bakı,Xiaomi,SU7,2024,Sedan,Yaş Asfalt,0,0.0,673,Elektrik,True
717,61880.0,Sumqayıt,Toyota,Hilux,2019,"Pikap, ikiqat kabin",Ağ,122800,2.8,177,Dizel,False
718,81430.0,Bakı,Mitsubishi,Pajero Sport,2025,"Offroader / SUV, 5 qapı",Yaş Asfalt,0,2.4,181,Dizel,False
719,5000.0,Şəki,LADA (VAZ),2106,1989,Sedan,Bej,83398,1.3,65,Benzin,False
720,80750.0,Bakı,Audi,Q7,2022,"Offroader / SUV, 5 qapı",Qara,95000,2.0,252,Benzin,False
721,49130.0,Bakı,Land Rover,RR Sport,2014,"Offroader / SUV, 5 qapı",Mavi,175120,3.0,340,Benzin,False
722,9800.0,Bakı,Mercedes,B 200,2007,"Hetçbek, 5 qapı",Gümüşü,210000,2.0,193,Benzin,False
723,43350.0,Bakı,Mercedes,S 350,2010,Sedan,Qara,94000,3.5,272,Benzin,False
724,18900.0,Bakı,Toyota,Corolla,2013,Sedan,Qara,291700,1.6,124,Benzin,False
725,32677.399999999998,Bakı,Mercedes,CLA 180,2015,Sedan,Tünd qırmızı,72000,1.5,109,Benzin,False
726,21900.0,Bakı,Ford,Fusion (North America),2019,Sedan,Qəhvəyi,98200,1.5,184,Benzin,False
727,19700.0,Sumqayıt,Toyota,Prius,2008,Liftbek,Gümüşü,285171,1.5,76,Hibrid,False
728,25900.0,Sumqayıt,Volkswagen,Touareg,2011,"Offroader / SUV, 5 qapı",Ağ,204000,3.6,280,Benzin,False
729,5500.0,Bakı,GAZ,31105,2005,Sedan,Gümüşü,356345,2.3,131,Benzin,False
730,3500.0,Bakı,Mercedes,190,1991,Sedan,Yaşıl,495000,2.0,122,Benzin,False
731,19500.0,Bakı,BMW,530,2001,Sedan,Qara,226000,3.0,231,Benzin,False
732,13300.0,Bakı,Mercedes,E 200,1995,Sedan,Gümüşü,367000,2.0,136,Benzin,False
733,27300.0,Xırdalan,Kia,Sportage,2016,"Offroader / SUV, 5 qapı",Qara,187021,1.7,141,Dizel,False
734,22900.0,Bakı,Honda,Accord,2015,Sedan,Ağ,281635,2.0,143,Hibrid,False
735,91630.0,Bakı,Mercedes,E 200,2022,Sedan,Qara,48000,2.0,197,Benzin,False
736,27000.0,Bakı,Hyundai,Santa Fe,2013,"Offroader / SUV, 5 qapı",Gümüşü,124000,2.4,175,Benzin,False
737,51900.0,Bakı,Geely,Monjaro,2025,"Offroader / SUV, 5 qapı",Qara,0,1.5,245,Hibrid,False
738,11999.0,Bakı,Benda,Napoleon 500,2024,Motosiklet,Gümüşü,0,0.0,55,Benzin,False
739,22500.0,Göygöl,Hyundai,Santa Fe,2010,"Offroader / SUV, 5 qapı",Gümüşü,225000,2.0,184,Dizel,False
740,36600.0,Bakı,Kia,Sorento,2016,"Offroader / SUV, 5 qapı",Yaş Asfalt,107000,2.2,200,Dizel,False
741,11900.0,Bakı,Mercedes,Sprinter 213,2001,Furqon,Narıncı,444401,2.2,136,Dizel,False
742,33490.0,Bakı,Toyota,Corolla Cross,2025,"Offroader / SUV, 5 qapı",Qara,0,2.0,197,Hibrid,False
743,17500.0,Xırdalan,Chevrolet,Trax,2017,"Offroader / SUV, 5 qapı",Göy,202064,1.4,140,Benzin,False
744,60350.0,Bakı,Lexus,RX 300,2018,"Offroader / SUV, 5 qapı",Boz,71000,2.0,238,Benzin,False
745,33830.0,Gəncə,Mercedes,C 300,2015,Sedan,Gümüşü,87000,2.0,245,Benzin,False
746,32300.0,Bakı,Mercedes,S 350,2011,Sedan,Qara,122000,3.5,306,Benzin,False
747,14988.0,Bakı,Khazar,SD,2023,Sedan,Ağ,121000,1.7,113,Benzin,False
748,4600.0,Tovuz,LADA (VAZ),2106,1998,Sedan,Ağ,98460,1.6,75,Benzin,False
749,81600.0,Bakı,Jeep,Wrangler,2021,"Offroader / SUV, 5 qapı",Yaş Asfalt,28000,2.0,272,Plug-in Hibrid,False
750,60000.0,Bakı,MAN,TGA 18.440,2015,Dartqı,Göy,757000,12.0,440,Dizel,True
751,23900.0,Bakı,Hyundai,Santa Fe,2010,"Offroader / SUV, 5 qapı",Boz,229063,2.0,184,Dizel,False
752,28300.0,Bakı,Honda,e:NS1,2022,"Offroader / SUV, 5 qapı",Ağ,21900,0.0,204,Elektrik,False
753,25200.0,Bakı,Toyota,Prius,2017,Liftbek,Ağ,135322,1.8,98,Hibrid,False
754,9200.0,Bakı,Opel,Astra,2001,"Universal, 5 qapı",Qara,359681,1.6,101,Benzin,False
755,7800.0,Cəbrayıl,LADA (VAZ),2114,2012,"Hetçbek, 5 qapı",Qara,170000,1.5,77,Benzin,False
756,68850.0,Bakı,Land Rover,Range Rover,2017,"Offroader / SUV, 5 qapı",Ağ,125529,3.0,340,Benzin,False
757,272000.0,Bakı,Mercedes,V 250,2021,Minivan,Qara,29700,2.2,190,Dizel,False
758,29000.0,Tovuz,Toyota,Land Cruiser Prado,2008,"Offroader / SUV, 5 qapı",Qara,209000,2.7,163,Benzin,False
759,23500.0,Bakı,Ford,Transit,2008,Furqon,Narıncı,413000,2.4,140,Dizel,False
760,64940.0,Bakı,Land Rover,Range Rover,2015,"Offroader / SUV, 5 qapı",Ağ,170000,3.0,248,Dizel,False
761,6300.0,Bakı,LADA (VAZ),2107,2010,Sedan,Yaş Asfalt,34639,1.6,75,Benzin,False
762,10800.0,Sumqayıt,Toyota,Prius,2009,Liftbek,Yaşıl,253000,1.5,76,Hibrid,False
763,17500.0,Bakı,Harley-Davidson,Sportster Custom 1200,2014,Motosiklet,Tünd qırmızı,1800,0.0,70,Benzin,False
764,48500.0,Bakı,BMW,520,2017,Sedan,Yaş Asfalt,210000,2.0,190,Dizel,False
765,17500.0,Bakı,Hyundai,Tucson,2013,"Offroader / SUV, 5 qapı",Ağ,181000,2.4,176,Benzin,False
766,17500.0,Sumqayıt,Hyundai,Tucson,2008,"Offroader / SUV, 5 qapı",Ağ,174621,2.0,141,Dizel,False
767,20500.0,Bakı,Kia,Optima,2011,Sedan,Ağ,180000,2.0,165,Benzin,False
768,14500.0,Bakı,Kia,Ceed SW,2011,"Universal, 5 qapı",Yaş Asfalt,315000,1.6,115,Dizel,False
769,54570.0,Bakı,JETOUR,T2,2025,"Offroader / SUV, 5 qapı",Qara,0,1.5,381,Plug-in Hibrid,False
770,12000.0,Tovuz,LADA (VAZ),Niva,2015,"Offroader / SUV, 3 qapı",Ağ,96000,1.7,80,Benzin,False
771,102000.0,Bakı,Land Rover,Range Rover,2019,"Offroader / SUV, 5 qapı",Qara,83000,3.0,275,Dizel,False
772,16400.0,Bakı,Nissan,Note,2018,"Hetçbek, 5 qapı",Qəhvəyi,41000,1.2,98,Benzin,False
773,3500.0,Bakı,LADA (VAZ),2106,1998,Sedan,Ağ,90000,1.6,75,Benzin,False
774,2600.0,Qazax,LADA (VAZ),2107,1999,Sedan,Ağ,60000,1.6,75,Benzin,False
775,69700.0,Bakı,Toyota,Land Cruiser,2013,"Offroader / SUV, 5 qapı",Qara,85000,4.6,318,Benzin,False
776,19500.0,Bakı,Ford,Fusion (North America),2017,Sedan,Gümüşü,136000,1.5,184,Benzin,False
777,31900.0,Bakı,Nissan,Kicks,2022,"Offroader / SUV, 5 qapı",Ağ,37500,1.6,125,Benzin,False
778,298443.5,Bakı,Toyota,Sequoia,2025,"Offroader / SUV, 5 qapı",Qara,0,3.4,437,Hibrid,True
779,139910.0,Bakı,Seres Aito,M9,2024,"Offroader / SUV, 5 qapı",Göy,0,0.0,530,Elektrik,True
780,27700.0,Bakı,BMW,528,2013,Sedan,Yaş Asfalt,162000,2.0,245,Benzin,False
781,29750.0,Bakı,Changan,Qiyuan A06,2023,Liftbek,Ağ,104,1.5,290,Plug-in Hibrid,False
782,17900.0,Sumqayıt,Mercedes,ML 350 4MATIC,2006,"Offroader / SUV, 5 qapı",Ağ,143676,3.5,272,Benzin,False
783,9000.0,Bakı,Mitsubishi,Pajero io,2000,"Offroader / SUV, 5 qapı",Ağ,191000,2.0,136,Benzin,False
784,3500.0,Bakı,LADA (VAZ),2106,1986,Sedan,Mavi,95000,1.3,65,Benzin,False
785,35360.0,Bakı,Infiniti,QX56,2011,"Offroader / SUV, 5 qapı",Ağ,171000,5.6,405,Benzin,False
786,18800.0,Bakı,Audi,A3,2014,Sedan,Bej,237000,1.4,140,Benzin,False
787,15500.0,Bakı,Mini,Cooper,2011,"Hetçbek, 3 qapı",Mavi,135000,1.6,184,Benzin,False
788,21900.0,Bakı,BYD,Destroyer 05,2022,Sedan,Ağ,48300,1.5,290,Plug-in Hibrid,False
789,14500.0,Bakı,BMW,540,2002,Sedan,Qırmızı,300000,4.4,286,Benzin,False
790,56000.0,Bakı,Mercedes,Viano,2014,Minivan,Qara,309000,2.2,163,Dizel,False
791,33800.0,Bakı,Kia,Carnival,2017,Minivan,Qara,212450,2.2,206,Dizel,False
792,49980.0,Gəncə,BMW,530,2018,Sedan,Yaş Asfalt,106000,2.0,249,Benzin,False
793,2500.0,Bakı,LADA (VAZ),2106,1985,Sedan,Qara,250000,1.5,75,Benzin,False
794,4800.0,Bakı,Yamaha,R15M,2023,Motosiklet,Qara,8300,0.0,17,Benzin,False
795,37500.0,Bakı,Kia,Sorento,2017,"Offroader / SUV, 5 qapı",Yaş Asfalt,170000,2.0,185,Dizel,False
796,6500.0,Gəncə,LADA (VAZ),2115,2006,Sedan,Gümüşü,360000,1.5,78,Benzin,False
797,62560.0,Bakı,Li Auto,L6,2025,"Offroader / SUV, 5 qapı",Boz,0,1.5,408,Plug-in Hibrid,False
798,309400.0,Bakı,BMW,X5 M,2024,"Offroader / SUV, 5 qapı",Boz,4000,4.4,625,Benzin,True
799,86700.0,Bakı,Kia,EV9,2024,"Offroader / SUV, 5 qapı",Qara,16000,0.0,380,Elektrik,False
800,12700.0,Bakı,Toyota,Prius,2008,Liftbek,Gümüşü,324000,1.5,76,Hibrid,False
801,21760.0,Bakı,BYD,Qin Plus,2025,Sedan,Göy,0,1.5,290,Plug-in Hibrid,False
802,43000.0,Bakı,Toyota,Camry,2019,Sedan,Qara,102000,2.5,181,Benzin,False
803,2400.0,Qazax,LADA (VAZ),2106,1987,Sedan,Ağ,95000,1.6,75,Benzin,False
804,7800.0,Bakı,Renault,Megane,2007,"Universal, 5 qapı",Ağ,388460,1.5,105,Dizel,False
805,15400.0,Bakı,Hyundai,Accent,2011,Sedan,Ağ,245000,1.6,140,Benzin,False
806,58650.0,Bakı,Toyota,RAV4,2022,"Offroader / SUV, 5 qapı",Göy,43000,2.5,218,Hibrid,False
807,5600.0,Bakı,BMW,320,1995,Sedan,Qara,650000,2.0,150,Benzin,False
808,22000.0,Bakı,Volkswagen,Touareg,2010,"Offroader / SUV, 5 qapı",Ağ,238000,3.6,280,Benzin,False
